high_price,low,open,volumefrom,volumeto,close,conversionType
10488.81,9890.49,10089.25,43505.11,442037342.05,10409.79,direct
10666.64,10340.82,10409.79,44213.09,463688251.79,10528.99,direct
10915.0,10509.35,10528.99,34102.93,367536516.75,10820.41,direct
11074.95,10572.24,10820.41,39795.33,431699306.35,10978.91,direct
11945.38,10978.89,10978.91,74748.53,870917186.96,11807.96,direct
12316.85,11224.1,11807.96,80694.71,949534020.01,11467.1,direct
12138.55,11393.98,11467.1,70893.9,834719365.81,11974.28,direct
12042.87,11498.04,11974.28,49871.24,588463519.89,11982.8,direct
12027.57,11674.06,11982.8,39230.82,464214586.73,11865.21,direct
11971.35,11232.42,11865.21,40869.27,470049694.45,11293.59,direct
11584.35,11119.32,11293.59,25734.51,292814721.19,11549.06,direct
11554.74,11240.38,11549.06,20181.72,229908138.9,11387.41,direct
11439.48,10765.3,11387.41,43742.98,483240069.77,10872.0,direct
10873.44,9924.58,10872.0,70125.86,728247545.72,10031.89,direct
10451.61,9497.12,10031.89,84438.15,842979140.9,10308.51,direct
10544.97,9764.32,10308.51,62357.48,635040831.46,10360.43,direct
10474.64,10010.76,10360.43,24470.79,251018339.59,10220.75,direct
10512.89,10079.46,10220.75,21614.15,223456175.83,10326.25,direct
10937.26,10278.31,10326.25,39936.81,426168059.98,10922.16,direct
10956.06,10576.37,10922.16,30891.56,332208752.04,10770.76,direct
10805.7,9870.07,10770.76,57446.51,584554031.67,10131.67,direct
10231.99,9777.06,10131.67,38005.1,380411207.72,10104.11,direct
10468.14,10053.67,10104.11,31466.97,324471966.33,10410.49,direct
10430.99,9911.2,10410.49,28068.47,283755017.73,10150.07,direct
10353.95,9907.03,10150.07,25686.72,259448931.12,10141.75,direct
10626.93,10141.75,10141.75,42155.28,437989368.7,10364.91,direct
10381.92,10038.26,10364.91,26481.68,269489962.47,10175.47,direct
10281.59,9600.83,10175.47,49145.33,486936428.33,9722.83,direct
9724.52,9344.69,9722.83,42711.51,406305621.25,9492.81,direct
9699.85,9368.27,9492.81,28941.49,276606372.89,9587.25,direct
9714.11,9512.03,9587.25,15427.47,148320616.41,9624.54,direct
9823.53,9578.66,9624.54,15485.86,149995549.7,9768.36,direct
10459.0,9764.76,9768.36,42504.5,429220162.8,10387.5,direct
10773.27,10296.3,10387.5,52101.71,550564712.84,10625.1,direct
10827.14,10392.88,10625.1,41229.09,436210232.43,10585.2,direct
10659.6,10475.88,10585.2,23957.29,253210793.56,10556.16,direct
10938.39,10228.17,10556.16,54409.77,577987384.8,10309.91,direct
10574.99,10304.22,10309.91,18864.32,197436363.34,10491.96,direct
10595.71,10286.85,10491.96,18990.22,198370974.82,10420.88,direct
10514.59,10101.87,10420.88,33044.44,340516851.61,10314.88,direct
10395.1,9966.94,10314.88,26197.16,266382297.99,10109.46,direct
10251.97,9874.13,10109.46,28189.47,283998084.25,10165.01,direct
10472.07,10057.09,10165.01,26821.06,275877681.63,10428.96,direct
10591.45,9855.34,10428.96,24372.25,251594742.18,10372.29,direct
10455.38,10251.96,10372.29,15570.76,161565882.04,10365.56,direct
10401.53,10279.58,10365.56,11651.76,120645589.34,10313.02,direct
10411.06,10103.87,10313.02,27381.87,280632567.99,10271.79,direct
10297.99,10152.47,10271.79,21680.68,221966422.11,10198.62,direct
10272.19,10100.9,10198.62,21739.97,221697128.61,10163.38,direct
10368.46,9641.11,10163.38,45685.81,456963432.6,10281.03,direct
10321.18,10065.55,10281.03,20930.03,213229233.56,10176.38,direct
10187.64,9944.61,10176.38,17868.39,179453539.43,9988.38,direct
10096.66,9871.97,9988.38,17799.44,178007946.58,10036.98,direct
10073.79,9636.2,10036.98,33287.92,327752087.22,9694.6,direct
9787.58,8107.01,9694.6,121811.28,1084866143.86,8542.54,direct
8752.2,8246.24,8542.54,74724.79,631898763.59,8446.97,direct
8471.02,7753.71,8446.97,80375.17,652614929.72,8074.99,direct
8304.22,7888.5,8074.99,48376.65,390323710.89,8201.36,direct
8345.03,8044.45,8201.36,29802.19,244186983.17,8223.65,direct
8265.99,7943.33,8223.65,28053.51,226712656.15,8065.26,direct
8372.24,7736.96,8065.26,50440.1,407250929.38,8314.62,direct
8537.6,8212.01,8314.62,42368.0,355446344.41,8326.64,direct
8403.51,8186.3,8326.64,24785.21,205325219.19,8391.52,direct
8434.63,8105.02,8391.52,30435.91,250685863.87,8246.3,direct
8267.11,8021.3,8246.3,26268.19,214500278.91,8168.05,direct
8232.25,8052.51,8168.05,17371.63,141685742.42,8172.48,direct
8221.03,7822.65,8172.48,30026.91,239636660.01,7868.31,direct
8326.01,7798.09,7868.31,39653.14,321239400.73,8215.11,direct
8354.19,8126.71,8215.11,21060.16,173334218.05,8191.87,direct
8697.56,8132.74,8191.87,47097.59,398201725.27,8593.16,direct
8672.58,8466.13,8593.16,29187.08,250267419.87,8596.57,direct
8834.11,8259.77,8596.57,38612.05,326882172.42,8278.05,direct
8439.44,8272.12,8278.05,11037.58,92609964.73,8316.66,direct
8498.59,8194.16,8316.66,20190.99,168896951.15,8296.34,direct
8414.24,8228.06,8296.34,17507.78,146015532.85,8363.94,direct
8439.31,8116.92,8363.94,24899.11,205674618.32,8173.48,direct
8193.41,7945.77,8173.48,34102.92,274670310.13,8014.39,direct
8145.5,7948.95,8014.39,21657.02,175172893.7,8082.46,direct
8157.36,7850.66,8082.46,27732.54,221065928.44,7972.62,direct
8108.69,7919.05,7972.62,17875.39,143202359.39,7973.63,direct
8326.13,7911.49,7973.63,25287.68,205394286.06,8247.25,direct
8359.52,8177.11,8247.25,22831.65,188511539.86,8223.25,direct
8318.41,8021.36,8223.25,24453.79,200593851.39,8034.5,direct
8071.8,7336.06,8034.5,60122.39,457672451.42,7479.54,direct
7524.31,7370.13,7479.54,28580.18,213663114.76,7444.2,direct
8783.85,7431.2,7444.2,79777.72,656574822.36,8671.1,direct
10380.48,8654.84,8671.1,154648.62,1457875080.4,9258.98,direct
9805.42,9114.58,9258.98,64673.13,614726341.04,9550.6,direct
9934.71,9201.49,9550.6,54907.49,522287119.66,9222.23,direct
9565.11,9099.36,9222.23,40284.46,377872980.92,9432.86,direct
9441.8,9018.3,9432.86,34376.01,315824657.23,9169.86,direct
9423.16,8972.0,9169.86,35891.86,329788397.17,9157.52,direct
